author,year,volume
"Olivier W. Tsui, Nicholas C. Coops, Michael A. Wulder, Peter L. Marshall",2013,139
"Mathew R. Schwaller, Colin J. Southwell, Louise M. Emmerson",2013,139
"Jo Hopkins, Marc Lucas, Claire Dufau, Marion Sutton, ... Claire Channelliere",2013,139
"Daniel Raucoules, Gonéri Le Cozannet, Guy Wöppelmann, Marcello de Michele, ... Marta Marcos",2013,139
"Soe Hlaing, Tristan Harmel, Alexander Gilerson, Robert Foster, ... Samir Ahmed",2013,139
"V.L. Mulder, S. de Bruin, J. Weyermann, R.F. Kokaly, M.E. Schaepman",2013,139
"Jun Qin, Kun Yang, Ning Lu, Yingying Chen, ... Menglei Han",2013,138
"Fulong Chen, Hui Lin, Wei Zhou, Tianhua Hong, Gang Wang",2013,138
"Jinya Li, Xiuchun Yang, Yunxiang Jin, Zhi Yang, ... Bin Xu",2013,138
"Paras Pant, Ville Heikkinen, Aarne Hovi, Ilkka Korpela, ... Timo Tokola",2013,138
"P.J. Zarco-Tejada, V. González-Dugo, L.E. Williams, L. Suárez, ... E. Fereres",2013,138
"Miia Salminen, Jouni Pulliainen, Sari Metsämäki, Kristin Böttcher, Kirsikka Heinilä",2013,138
"Wei Shi, Menghua Wang, Lide Jiang",2013,138
"C. Albergel, W. Dorigo, G. Balsamo, J. Muñoz-Sabater, ... W. Wagner",2013,138
"Cuizhen Wang, E. Raymond Hunt, Li Zhang, Huadong Guo",2013,138
"Ronglin Tang, Zhao-Liang Li, Xiaomin Sun",2013,138
"Jörg Lewandowski, Karin Meinikmann, Thomas Ruhtz, Franziska Pöschke, Georgiy Kirillin",2013,138
"Jan Pisek, Youngryel Ryu, Michael Sprintsin, Liming He, ... Krista Alikas",2013,138
"Julien Smeeckaert, Clément Mallet, Nicolas David, Nesrine Chehata, Antonio Ferraz",2013,138
"Amor V.M. Ines, Narendra N. Das, James W. Hansen, Eni G. Njoku",2013,138
"Aurélie Davranche, Brigitte Poulin, Gaëtan Lefebvre",2013,138
"E.H. Sutanudjaja, S.M. de Jong, F.C. van Geer, M.F.P. Bierkens",2013,138
"J.-P. Lagouarde, D. Commandoire, M. Irvine, D. Garrigou",2013,138
"Julienne Stroeve, Jason E. Box, Zhuosen Wang, Crystal Schaaf, Andrew Barrett",2013,138
"Renaud Mathieu, Laven Naidoo, Moses A. Cho, Brigitte Leblon, ... Izak P.J. Smit",2013,138
"Zhe Li, Ted Huffman, Brian McConkey, Lawrence Townley-Smith",2013,138
"F. Bretar, M. Arab-Sedze, J. Champion, M. Pierrot-Deseilligny, ... S. Jacquemoud",2013,135
"Moritz Langer, Sebastian Westermann, Max Heikenfeld, Wolfgang Dorn, Julia Boike",2013,135
"Chunqiao Song, Bo Huang, Linghong Ke",2013,135
"Xiaoyuan Yang, Alan H. Strahler, Crystal B. Schaaf, David L.B. Jupp, ... Wenge Ni-Meister",2013,135
"Aihua Li, Yanchen Bo, Yuxin Zhu, Peng Guo, ... Yaqian He",2013,135
"Karen L. Veal, Gary K. Corlett, Darren Ghent, David T. Llewellyn-Jones, John J. Remedios",2013,135
"D.A. Siegel, M.J. Behrenfeld, S. Maritorena, C.R. McClain, ... J.A. Yoder",2013,135
"E.J. Tebbs, J.J. Remedios, D.M. Harper",2013,135
"Juval Cohen, Jouni Pulliainen, Cécile B. Ménard, Bernt Johansen, ... Jaakko Ikonen",2013,135
"V.M. Bindhu, B. Narasimhan, K.P. Sudheer",2013,135
Murray Ford,2013,135
"John A. Gamon, Barbara Bond",2013,135
"Linhai Li, Lin Li, Kaishan Song, Yunmei Li, ... Zuchuan Li",2013,135
"Erin A. Urquhart, Matthew J. Hoffman, Rebecca R. Murphy, Benjamin F. Zaitchik",2013,135
"Shengli Huang, Heping Liu, Devendra Dahal, Suming Jin, ... Shuguang Liu",2013,135
"Cui Jin, Xiangming Xiao, Lutz Merbold, Almut Arneth, ... Werner L. Kutsch",2013,135
"Stefan G.H. Simis, John Olsson",2013,135
"Tiangang Yin, Jean-Philippe Gastellu-Etchegorry, Nicolas Lauret, Eloi Grau, Jeremy Rubio",2013,135
"Christopher J. Crawford, Steven M. Manson, Marvin E. Bauer, Dorothy K. Hall",2013,135
"Qinchuan Xin, Pontus Olofsson, Zhe Zhu, Bin Tan, Curtis E. Woodcock",2013,135
"Chun-Hsu Su, Dongryeol Ryu, Rodger I. Young, Andrew W. Western, Wolfgang Wagner",2013,134
"Anzhi Zhang, Gensuo Jia",2013,134
"John Armston, Mathias Disney, Philip Lewis, Peter Scarth, ... Nicholas Goodwin",2013,134
"Kim Calders, Philip Lewis, Mathias Disney, Jan Verbesselt, Martin Herold",2013,134
"Nicholas R. Goodwin, Lisa J. Collett, Robert J. Denham, Neil Flood, Daniel Tindall",2013,134
"Vanda Brotas, Robert J.W. Brewin, Carolina Sá, Ana C. Brito, ... Shubha Sathyendranath",2013,134
"Ioannis Ioannou, Alexander Gilerson, Barry Gross, Fred Moshary, Samir Ahmed",2013,134
"Deyong Sun, Yunmei Li, Chengfeng Le, Kun Shi, ... Bin Yin",2013,134
"Ni-Bin Chang, Zhemin Xuan, Y. Jeffrey Yang",2013,134
"Jiansheng Wu, Zheng Wang, Weifeng Li, Jian Peng",2013,134
"Puneeta Naik, Eurico J. D’Sa, Helga do R. Gomes, Joaquim I. Goés, Colleen B. Mouw",2013,134
"Huazhong Ren, Guangjian Yan, Rongyuan Liu, Françoise Nerry, ... Ronghai Hu",2013,134
"Cici Alexander, Jesper Erenskjold Moeslund, Peder Klith Bøcher, Lars Arge, Jens-Christian Svenning",2013,134
"Leiqiu Hu, Nathaniel A. Brunsell",2013,134
"Ebenezer S. Nyadjro, Bulusu Subrahmanyam, Benjamin S. Giese",2013,134
"T.V. Loboda, N.H.F. French, C. Hight-Harf, L. Jenkins, M.E. Miller",2013,134
"Meha Jain, Pinki Mondal, Ruth S. DeFries, Christopher Small, Gillian L. Galford",2013,134
"Marie-Hélène Radenac, Monique Messié, Fabien Léger, Christelle Bosc",2013,134
"S. Paloscia, S. Pettinato, E. Santi, C. Notarnicola, ... A. Reppucci",2013,134
"Garik Gutman, Chengquan Huang, Gyanesh Chander, Praveen Noojipady, Jeffrey G. Masek",2013,134
"Tor-G. Vågen, Leigh A. Winowiecki, Assefa Abegaz, Kiros M. Hadgu",2013,134
"Min Feng, Joseph O. Sexton, Chengquan Huang, Jeffrey G. Masek, ... John R. Townshend",2013,134
"Nicholas Clinton, Peng Gong",2013,134
"Andrew K. Thorpe, Dar A. Roberts, Eliza S. Bradley, Christopher C. Funk, ... Ira Leifer",2013,134
"Wenli Huang, Guoqing Sun, Ralph Dubayah, Bruce Cook, ... Zhiyu Zhang",2013,134
"Josh Gray, Conghe Song",2013,134
"Weining Zhu, Yong Q. Tian, Qian Yu, Brian L. Becker",2013,134
"A. Sanchez-Lorenzo, M. Wild, J. Trentmann",2013,134
"Fabrício S.C. Oliveira, Paulo S. Polito",2013,134
"Brian B. Barnes, Chuanmin Hu, Blake A. Schaeffer, Zhongping Lee, ... John C. Lehrter",2013,134
"Jinwei Dong, Xiangming Xiao, Bangqian Chen, Nathan Torbick, ... Chandrashekhar Biradar",2013,134
"Zheng Duan, W.G.M. Bastiaanssen",2013,134
"Sanmei Li, Donglian Sun, Mitchell Goldberg, Anthony Stefanidis",2013,134
"T.K. Maiersperger, P.L. Scaramuzza, L. Leigh, S. Shrestha, ... J.L. Dwyer",2013,136
"Enrico Guastaldi, Marica Baldoncini, Giampietro Bezzon, Carlo Broggini, ... Alessandro Zanon",2013,137
"Pauline Stenberg, Petr Lukeš, Miina Rautiainen, Terhikki Manninen",2013,137
"Ben Somers, Gregory P. Asner",2013,136
"Thierry Pellarin, Samuel Louvet, Claire Gruhier, Guillaume Quantin, Cedric Legout",2013,136
"Christian Haselwimmer, Anupma Prakash, Gwen Holdmann",2013,136
"Angelica Tarpanelli, Luca Brocca, Teodosio Lacava, Florisa Melone, ... Valerio Tramutoli",2013,136
"Andrew C. Edwards, Stefan W. Maier, Lindsay B. Hutley, Richard J. Williams, Jeremy Russell-Smith",2013,136
"Jan Tigges, Tobia Lakes, Patrick Hostert",2013,136
"Carmen Quintano, Alfonso Fernández-Manso, Dar A. Roberts",2013,136
"Sarah Abelen, Florian Seitz",2013,136
"J.R. Banks, H.E. Brindley, C. Flamant, M.J. Garay, ... A.M. Sayer",2013,136
"Song Qing, Jie Zhang, Tingwei Cui, Yuhai Bao",2013,136
"A.J. Marx, T.V. Loboda",2013,136
"Muhammad Bilal, Janet E. Nichol, Max P. Bleiweiss, David Dubois",2013,136
"Hang Zhou, Elena Aizen, Vladimir Aizen",2013,136
"Benjamin J. Vander Jagt, Michael T. Durand, Steven A. Margulis, Edward J. Kim, Noah P. Molotch",2013,136
"Patrick Leinenkugel, Claudia Kuenzer, Natascha Oppelt, Stefan Dech",2013,136
"Sumaia Saldanha de Vasconcelos, Philip Martin Fearnside, Paulo Maurício Lima de Alencastro Graça, David Valentim Dias, Francis Wagner Silva Correia",2013,136
Jonathan Boyd Thayn,2013,136
"Robert J.W. Brewin, Dionysios E. Raitsos, Yaswant Pradhan, Ibrahim Hoteit",2013,136
"E. Paul-Limoges, A. Christen, N.C. Coops, T.A. Black, J.A. Trofymow",2013,136
"L. Morillas, M. García, H. Nieto, L. Villagarcia, ... F. Domingo",2013,136
"P.J. Zarco-Tejada, A. Catalina, M.R. González, P. Martín",2013,136
"Jonathan P. Dandois, Erle C. Ellis",2013,136
"Chantal M. Swan, Norman B. Nelson, David A. Siegel, Erik A. Fields",2013,136
"Martin van Leeuwen, Nicholas C. Coops, Thomas Hilker, Michael A. Wulder, ... Darius S. Culvenor",2013,136
"Chris Hopkinson, Jenny Lovell, Laura Chasmer, David Jupp, ... Eva van Gorsel",2013,136
"R.C. Pipunic, J.P. Walker, A.W. Western, C.M. Trudinger",2013,136
"Feng Zhao, Xiaoyuan Yang, Alan H. Strahler, Crystal L. Schaaf, ... Ralph O. Dubayah",2013,136
"Kaishan Song, Lin Li, L.P. Tedesco, Shuai Li, ... Ying Zhao",2013,136
"Stephen J. Dugdale, Normand E. Bergeron, André St-Hilaire",2013,136
"S. Sima, A. Ahmadalipour, M. Tajrishy",2013,136
"H. Taubenböck, M. Klotz, M. Wurm, J. Schmieder, ... S. Dech",2013,136
"Keith N. Musselman, Steven A. Margulis, Noah P. Molotch",2013,136
"Amabile Ferreira, Carlos A.E. Garcia, Ana I. Dogliotti, Virginia M.T. Garcia",2013,136
"Philippe Massicotte, Denis Gratton, Jean-Jacques Frenette, Ali A. Assani",2013,136
"Christopher Small, Cristina Milesi",2013,136
"Marta Yebra, Philip E. Dennison, Emilio Chuvieco, David Riaño, ... Sara Jurdao",2013,136
"Bin Tan, Jeffrey G. Masek, Robert Wolfe, Feng Gao, ... Greg Ederer",2013,136
"Lei Huang, Zhen Li, Bang-sen Tian, Quan Chen, Jian-min Zhou",2013,137
"Thomas Hilker, Forrest G. Hall, Nicholas C. Coops, James G. Collatz, ... Nicholas Grant",2013,137
"Peter R. Nelson, Carl Roland, Matthew J. Macander, Bruce McCune",2013,137
"I. Bashmachnikov, T.V. Belonenko, A.V. Koldunov",2013,137
"Frédéric Frappart, Lucía Seoane, Guillaume Ramillien",2013,137
"Andrew Revill, Oliver Sus, Brian Barrett, Mathew Williams",2013,137
Michael J. Hill,2013,137
"Olga Lucia Puertas, Alexander Brenning, Francisco Javier Meza",2013,137
"Marié E. Smith, Stewart Bernard, Sean O'Donoghue",2013,137
"Anna Peregon, Yoshiki Yamagata",2013,137
"Wenqing Tang, Simon Yueh, Alexander Fore, Gregory Neumann, ... Gary Lagerloef",2013,137
"Tong Liu, Tsuyoshi Kinouchi, Fabiola Ledezma",2013,137
"D. Carvalho, A. Rocha, M. Gómez-Gesteira, I. Alvarez, C. Silva Santos",2013,137
"Akpona Okujeni, Sebastian van der Linden, Laurent Tits, Ben Somers, Patrick Hostert",2013,137
"M.A. Soppa, T. Dinter, B.B. Taylor, A. Bracher",2013,137
"Dirk Aurin, Antonio Mannino, Bryan Franz",2013,137
"David R. Thompson, Manuel de la Torre Juárez, Christopher M. Barker, Jodi Holeman, ... Eugene Ustinov",2013,137
"Angela Kross, Jonathan W. Seaquist, Nigel T. Roulet, Richard Fernandes, Oliver Sonnentag",2013,137
"Kyotaek Hwang, Minha Choi",2013,137
"Pierre Le Borgne, Sonia Péré, Hervé Roquet",2013,137
"Christopher S.R. Neigh, Ross F. Nelson, K. Jon Ranson, Hank A. Margolis, ... Hans-Erik Andersen",2013,137
"Clara Draper, Rolf Reichle, Richard de Jeu, Vahid Naeimi, ... Wolfgang Wagner",2013,137
"F. Baret, M. Weiss, R. Lacaze, F. Camacho, ... B. Smets",2013,137
"Fernando Camacho, Jesús Cernicharo, Roselyne Lacaze, Frédéric Baret, Marie Weiss",2013,137
"Fabricio S.C. Oliveira, Paulo S. Polito",2013,137
"C.J. Merchant, P. Le Borgne, H. Roquet, G. Legendre",2013,137
"Feyera A. Hirpa, Thomas M. Hopson, Tom De Groeve, G. Robert Brakenridge, ... Pedro J. Restrepo",2013,137
"Liheng Zhong, Peng Gong, Gregory S. Biging",2014,140
"Semyon A. Grodsky, Gilles Reverdin, James A. Carton, Victoria J. Coles",2014,140
"Gudina L. Feyisa, Henrik Meilby, Rasmus Fensholt, Simon R. Proud",2014,140
Zhengming Wan,2014,140
"Diego de Abelleyra, Santiago R. Verón",2014,140
"Zhuosen Wang, Crystal B. Schaaf, Alan H. Strahler, Mark J. Chopping, ... David R. Fitzjarrald",2014,140
"Jun Chen, Tingwei Cui, Junwu Tang, Qingjun Song",2014,140
"Estelle Chaussard, Shimon Wdowinski, Enrique Cabral-Cano, Falk Amelung",2014,140
"Russell Turner, Rocco Panciera, Mihai A. Tanase, Kim Lowell, ... Jeffrey P. Walker",2014,140
"Patrick Wright, Mike Bergin, Jack Dibb, Barry Lefer, ... Zhuosen Wang",2014,140
"Ming Pan, Alok K. Sahoo, Eric F. Wood",2014,140
Marc Bouvet,2014,140
"Malgorzata Stramska, Marek Świrgoń",2014,140
"Patrick Burns, Anne Nolin",2014,140
"J.E. Hunink, W.W. Immerzeel, P. Droogers",2014,140
"M. Dabboor, T. Geldsetzer",2014,140
"B. Jesus, P. Rosa, J.-L. Mouget, V. Méléder, ... L. Barillé",2014,140
"Pamela L. Nagler, Susanna Pearlstein, Edward P. Glenn, Tim B. Brown, ... Kevin R. Hultine",2014,140
"Xuefei Hu, Lance A. Waller, Alexei Lyapustin, Yujie Wang, ... Yang Liu",2014,140
"Falguni Patadia, Sundar A. Christopher",2014,140
"Christopher A. Pickett-Heaps, Josep G. Canadell, Peter R. Briggs, Nadine Gobron, ... Michael R. Raupach",2014,140
"Yoshio Inoue, Eiji Sakaiya, Cuizhen Wang",2014,140
"Qihao Weng, Peng Fu",2014,140
"Yang Chen, Jiangzhou Xia, Shunlin Liang, Jinming Feng, ... Wenping Yuan",2014,140
"Ingo Hennings, Dagmar Herbers",2014,140
"Michele Dalponte, Hans Ole Ørka, Liviu Theodor Ene, Terje Gobakken, Erik Næsset",2014,140
"Valérie C.E. Laurent, Michael E. Schaepman, Wout Verhoef, Joerg Weyermann, Roberto O. Chávez",2014,140
"T. Chen, R.A.M. de Jeu, Y.Y. Liu, G.R. van der Werf, A.J. Dolman",2014,140
"Si-Bo Duan, Zhao-Liang Li, Bo-Hui Tang, Hua Wu, Ronglin Tang",2014,140
"C. Dardel, L. Kergoat, P. Hiernaux, E. Mougin, ... C.J. Tucker",2014,140
"Kun Shi, Yunlin Zhang, Xiaohan Liu, Mingzhu Wang, Boqiang Qin",2014,140
"Davide D'Alimonte, Giuseppe Zibordi, Tamito Kajiyama, Jean-François Berthon",2014,140
"Heather Lawrence, Jean-Pierre Wigneron, Philippe Richaume, Nathalie Novello, ... Yann Kerr",2014,140
"Marie Parrens, Jean-Christophe Calvet, Patricia de Rosnay, Bertrand Decharme",2014,140
"Dominique Carrer, Catherine Meurey, Xavier Ceamanos, Jean-Louis Roujean, ... Siliang Liu",2014,140
"D.P. Roy, Y. Qin, V. Kovalskyy, E.F. Vermote, ... L. Yan",2014,140
"M. Szczodrak, P.J. Minnett, R.H. Evans",2014,140
"M.C. Hansen, A. Egorov, P.V. Potapov, S.V. Stehman, ... T. Bents",2014,140
"Brian B. Barnes, Chuanmin Hu, Kara L. Holekamp, Slawomir Blonski, ... Brian Lapointe",2014,140
"A.I. Dogliotti, V.A. Lutz, V. Segura",2014,140
"Elizabeth F. Littlefield, Wendy M. Calvin",2014,140
"Brian B. Barnes, Chuanmin Hu, Jennifer P. Cannizzaro, Susanne E. Craig, ... Richard Zepp",2014,140
"Fabian Ewald Fassnacht, Hooman Latifi, Aniruddha Ghosh, Pawan Kumar Joshi, Barbara Koch",2014,140
"Shinsuke Iwasaki, Masahisa Kubota, Tsuyoshi Watabe",2014,140
"Xiulin Lou, Chuanmin Hu",2014,140
"Tobias Falldorf, Olav Strand, Manuela Panzacchi, Hans Tømmervik",2014,140
"E. Forootan, R. Rietbroek, J. Kusche, M.A. Sharifi, ... J. Famiglietti",2014,140
"Robert T. O'Malley, Michael J. Behrenfeld, Toby K. Westberry, Allen J. Milligan, ... Kimberly H. Halsey",2014,140
"Vesa Laine, Terhikki Manninen, Aku Riihelä",2014,140
"Gregory P. Asner, Joseph Mascaro",2014,140
"Kristin Böttcher, Mika Aurela, Mikko Kervinen, Tiina Markkanen, ... Jouni Pulliainen",2014,140
"Hans D. Roelofsen, Lammert Kooistra, Peter M. van Bodegom, Jochem Verrelst, ... Jan-Philip M. Witte",2014,140
"Damien O'Grady, Marc Leblanc, Adrian Bass",2014,140
"A. Hovi, I. Korpela",2014,140
"Robinson Negrón-Juárez, David B. Baker, Jeffrey Q. Chambers, George C. Hurtt, Stephen Goosem",2014,140
"Shellie R. Rose, I. Matthew Watson, Michael S. Ramsey, Christopher G. Hughes",2014,140
"J.-F. Pekel, C. Vancutsem, L. Bastin, M. Clerici, ... P. Defourny",2014,140
"M.A. Soppa, T. Dinter, B.B. Taylor, A. Bracher",2014,140
"Wilfrid Schroeder, Evan Ellicott, Charles Ichoku, Luke Ellison, ... Robert Kremens",2014,140
"Darren Pouliot, Rasim Latifovic, Natalie Zabcic, Luc Guindon, Ian Olthof",2014,140
"Quanhua Liu, Sid Boukabara",2014,140
"Glynn Hulley, Sander Veraverbeke, Simon Hook",2014,140
"Weining Zhu, Qian Yu, Yong Q. Tian, Brian L. Becker, ... Hunter J. Carrick",2014,140
"Lian Feng, Chuanmin Hu, Xiaoling Chen, Qingjun Song",2014,140
"Sandra L. Castro, Gary A. Wick, Justin J.H. Buck",2014,140
"Lei Zhong, Yaoming Ma, Yunfei Fu, Xiao Pan, ... Lu Feng",2014,142
"Julien Radoux, Patrick Bogaert",2014,142
"Arindam Ghosh, Atul Kumar Varma, Shivani Shah, B.S. Gohil, Pradip K. Pal",2014,142
"Dandan Xu, Xulin Guo, Zhaoqin Li, Xiaohui Yang, Han Yin",2014,142
Ron Kwok,2014,142
"M. Meroni, D. Fasbender, F. Kayitakire, G. Pini, ... M.M. Verstraete",2014,142
"Fabiana Calò, Francesca Ardizzone, Raffaele Castaldo, Piernicola Lollino, ... Michele Manunta",2014,142
"Samuel William Murphy, Clive Oppenheimer, Carlos Roberto de Souza Filho",2014,142
"Torbjørn I. Østby, Thomas V. Schuler, Sebastian Westermann",2014,142
"R. Posselt, R. Mueller, J. Trentmann, R. Stockli, M.A. Liniger",2014,142
"Hua Li, Donglian Sun, Yunyue Yu, Hongyan Wang, ... Biao Cao",2014,142
"Sergio Teggi, Francesca Despini",2014,142
"Zhihua Mao, Delu Pan, Zengzhou Hao, Jianyu Chen, ... Qiankun Zhu",2014,142
"Petra D'Odorico, Alemu Gonsamo, Bernard Pinty, Nadine Gobron, ... Michael E. Schaepman",2014,142
"Jean-Luc Widlowski, Jean-François Côté, Martin Béland",2014,142
"Mijin Kim, Jhoon Kim, Man Sing Wong, Jongmin Yoon, ... Mi-Lim Ou",2014,142
"Rakesh Kumar Singh, Palanisamy Shanmugam",2014,142
"Samuel E. Tuttle, Guido D. Salvucci",2014,142
"Xianwei Wang, Xiao Cheng, Peng Gong, C.K. Shum, ... Xiaowen Li",2014,144
"Fang Cao, Cédric G. Fichot, Stanford B. Hooker, William L. Miller",2014,144
"Baozhang Chen, Guang Xu, Nicholas C. Coops, Philippe Ciais, ... Ying Liu",2014,144
"L. Yan, D.P. Roy",2014,144
"Anatoly A. Gitelson, Yi Peng, Timothy J. Arkebauer, James Schepers",2014,144
"Kamel Soudani, Gabriel Hmimina, Eric Dufrêne, Daniel Berveiller, ... Richard Joffre",2014,144
"J.J. Walker, K.M. de Beurs, R.H. Wynne",2014,144
"Yizhen Li, Ruoying He",2014,144
"SeungHyun Son, Menghua Wang, Lawrence W. Harding",2014,144
"V.E. García Millán, A. Sánchez-Azofeifa, G.C. Málvarez García, B. Rivard",2014,144
"Siliang Liu, Jean-Louis Roujean, Armel Thibaut Kaptue Tchuente, Xavier Ceamanos, Jean-Christophe Calvet",2014,144
"Zhe Zhu, Curtis E. Woodcock",2014,144
"D.G. Bowers, P.S. Hill, K.M. Braithwaite",2014,144
"E. Santi, S. Pettinato, S. Paloscia, P. Pampaloni, ... M. Valt",2014,144
"Marc Padilla, Stephen V. Stehman, Emilio Chuvieco",2014,144
"I.E. Mladenova, T.J. Jackson, E. Njoku, R. Bindlish, ... E. Santi",2014,144
"Dennis C. Duro, Jude Girard, Douglas J. King, Lenore Fahrig, ... Lutz Tischendorf",2014,144
"Wenfeng Zhan, Ji Zhou, Weimin Ju, Manchun Li, ... Chao Yu",2014,143
"X.T. Chen, M.I. Disney, P. Lewis, J. Armston, ... J.C. Li",2014,143
"Harold S.J. Zald, Janet L. Ohmann, Heather M. Roberts, Matthew J. Gregory, ... Justin Braaten",2014,143
"Tao Cheng, David Riaño, Susan L. Ustin",2014,143
"Tao Che, Xin Li, Rui Jin, Chunlin Huang",2014,143
"Sandy Peischl, Jeffrey P. Walker, Nan Ye, Dongryeol Ryu, Yann Kerr",2014,143
"L. Chasmer, C. Hopkinson, T. Veness, W. Quinton, J. Baltzer",2014,143
"Wilfrid Schroeder, Patricia Oliva, Louis Giglio, Ivan A. Csiszar",2014,143
"Timothy S. Moore, Mark D. Dowell, Shane Bradt, Antonio Ruiz Verdu",2014,143
"Alexis Comar, Frédéric Baret, Gaël Obein, Lionel Simonot, ... Benoit de Solan",2014,143
"Andreas Langner, Yasumasa Hirata, Hideki Saito, Heng Sokh, ... Rastislav Raši",2014,143
"Hao Tang, Matthew Brolly, Feng Zhao, Alan H. Strahler, ... Ralph Dubayah",2014,143
"Catherine Mitchell, Alex Cunningham, David McKee",2014,143
"C. Jeganathan, J. Dash, P.M. Atkinson",2014,143
"Matthias Baumann, Mutlu Ozdogan, Peter T. Wolter, Alexander Krylov, ... Volker C. Radeloff",2014,143
"Sergey V. Samsonov, Nicolas d'Oreye, Pablo J. González, Kristy F. Tiampo, ... John J. Clague",2014,143
"Juntao Yang, Lingmei Jiang, Jiancheng Shi, Shengli Wu, ... Hu Yang",2014,143
"Marieke A. Eleveld, Daphne van der Wal, Thijs van Kessel",2014,143
"Khan Alam, Thomas Trautmann, Thomas Blaschke, Fazli Subhan",2014,143
"Christian Frankenberg, Chris O'Dell, Joseph Berry, Luis Guanter, ... Thomas E. Taylor",2014,147
"Jody C. Vogeler, Andrew T. Hudak, Lee A. Vierling, Jeffrey Evans, ... Kerri T. Vierling",2014,147
"C. Mattar, B. Franch, J.A. Sobrino, C. Corbari, ... M. Mancini",2014,147
"D.P. Ward, A. Petty, S.A. Setterfield, M.M. Douglas, ... S. Phinn",2014,147
"Ling Chang, Ramon F. Hanssen",2014,147
"Laura C. Brown, Stephen E.L. Howell, Jonas Mortin, Chris Derksen",2014,147
"Chaoyang Wu, Alemu Gonsamo, Christopher M. Gough, Jing M. Chen, Shiguang Xu",2014,147
"Elizaveta Zabolotskikh, Leonid Mitnik, Bertrand Chapron",2014,147
"Igor Kozlov, Dmitry Romanenkov, Alexei Zimin, Bertrand Chapron",2014,147
"Anatoly A. Gitelson, Yi Peng, Karl F. Huemmrich",2014,147
"Sylvain Jay, Mireille Guillaume",2014,147
"A. Singleton, Z. Li, T. Hoey, J.-P. Muller",2014,147
"Hongkun Li, Nicolas Pinel, Christophe Bourlier",2014,147
"Cici Alexander, Peder Klith Bøcher, Lars Arge, Jens-Christian Svenning",2014,147
"Yuyu Zhou, Steven J. Smith, Christopher D. Elvidge, Kaiguang Zhao, ... Marc Imhoff",2014,147
"Rodrigo A. Garcia, Peter R.C.S. Fearns, Lachlan I.W. McKinna",2014,147
"Kimmo Rautiainen, Juha Lemmetyinen, Mike Schwank, Anna Kontu, ... Jouni Pulliainen",2014,147
"Toshihiro Sakamoto, Anatoly A. Gitelson, Timothy J. Arkebauer",2014,147
"Edward Park, Edgardo M. Latrubesse",2014,147
"Shanshan Cai, Desheng Liu, Damien Sulla-Menashe, Mark A. Friedl",2014,147
"A. Damm, L. Guanter, V.C.E. Laurent, M.E. Schaepman, ... U. Rascher",2014,147
"Dimitrios Stampoulis, Ziad S. Haddad, Emmanouil N. Anagnostou",2014,148
"Sofia L. Ermida, Isabel F. Trigo, Carlos C. DaCamara, Frank M. Göttsche, ... Glynn Hulley",2014,148
"A. Casas, D. Riaño, S.L. Ustin, P. Dennison, J. Salas",2014,148
"Pontus Olofsson, Giles M. Foody, Martin Herold, Stephen V. Stehman, ... Michael A. Wulder",2014,148
"Diego Di Martire, Ruben Iglesias, Dani Monells, Giuseppe Centolanza, ... Domenico Calcaterra",2014,148
"Michael Alonzo, Bodo Bookhagen, Dar A. Roberts",2014,148
"Neeti Neeti, J. Ronald Eastman",2014,148
"Katharine White, Jennifer Pontius, Paul Schaberg",2014,148
"Yanni Gao, Guirui Yu, Huimin Yan, Xianjin Zhu, ... Peili Shi",2014,148
"Reisha D. Peters, Scott D. Noble",2014,148
"F.D. van der Meer, H.M.A. van der Werff, F.J.A. van Ruitenbeek",2014,148
"Eric Vermote, Chris Justice, Ivan Csiszar",2014,148
"Gabriëlle J.M. De Lannoy, Rolf H. Reichle, Jasper A. Vrugt",2014,148
"José A. Sobrino, Juan C. Jiménez-Muñoz",2014,148
"Jun Chen, Tingwei Cui, Joji Ishizaka, Changsong Lin",2014,148
"Nobuhle P. Majozi, Mhd. Suhyb Salama, Stewart Bernard, David M. Harper, Mussie Ghirmai Habte",2014,148
"Pasi Ylöstalo, Kari Kallio, Jukka Seppälä",2014,148
"Nicholas R. Goodwin, Lisa J. Collett",2014,148
"Rakesh Kumar Singh, Palanisamy Shanmugam",2014,148
"Noam Levin, Kasper Johansen, Jorg M. Hacker, Stuart Phinn",2014,149
"Natália de Moraes Rudorff, Robert Frouin, Milton Kampel, Clemence Goyens, ... B. Greg Mitchell",2014,149
"Jinling Quan, Yunhao Chen, Wenfeng Zhan, Jinfei Wang, ... Mengjie Wang",2014,149
"Wenjian Ni, Kenneth Jon Ranson, Zhiyu Zhang, Guoqing Sun",2014,149
"R.L. Curier, R. Kranenburg, A.J.S. Segers, R.M.A. Timmermans, M. Schaap",2014,149
"Chen Shi, Le Wang",2014,149
"P. Wang, M. Sneep, J.P. Veefkind, P. Stammes, P.F. Levelt",2014,149
"M. Garcia, N. Fernández, L. Villagarcía, F. Domingo, ... I. Sandholt",2014,149
"Sybrand van Beijma, Alexis Comber, Alistair Lamb",2014,149
"Alessio Domeneghetti, Angelica Tarpanelli, Luca Brocca, Silvia Barbetta, ... Armando Brath",2014,149
"Zengxiang Zhang, Xiao Wang, Xiaoli Zhao, Bin Liu, ... Shunguang Hu",2014,149
"Md. Shahriar Pervez, Michael Budde, James Rowland",2014,149
